group,bin,r_nm,mean_density_mg_ml,sd_density_mg_ml,curve_density_mg_ml
$\text{IDP}_{50}$-Mem,73,22.511111955642697,0.40358558730141825,0.10418015814875856,0.36818756451762624
$\text{IDP}_{50}$-Mem,74,22.81738558769226,0.4060480084744315,0.1133506329331609,0.3666214348482413
$\text{IDP}_{50}$-Mem,75,23.123659219741818,0.40821648359770535,0.12002311740872798,0.36538550099248823
$\text{IDP}_{50}$-Mem,76,23.42993285179138,0.4083007995039929,0.1252305602747838,0.3644101470665646
$\text{IDP}_{50}$-Mem,77,23.73620648384094,0.40909065363400643,0.13094782610570566,0.3636404340236652
$\text{IDP}_{50}$-Mem,78,24.042480115890502,0.40603658142759835,0.13835995909787804,0.36303300555681517
$\text{IDP}_{50}$-Mem,79,24.348753747940062,0.4030165938137899,0.14689720863375919,
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,0,0.14348921775817872,523.5899283125485,33.47804489551569,542.3009835189575
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,1,0.4304676532745361,523.9090642401242,32.052296327038306,540.7291193712841
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,2,0.7174460887908936,520.2188753838756,29.56515579747187,538.866465473473
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,3,1.004424524307251,521.6706446886965,23.830313144070452,536.661873333682
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,4,1.2914029598236083,520.8764245384481,18.21092334604579,534.0562736791173
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,5,1.578381395339966,519.8717625367999,14.501885710467803,530.9818876911646
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,6,1.8653598308563233,515.4063793977713,12.656690889382928,527.3615474520822
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,7,2.1523382663726807,512.3382985913322,10.164970523771325,523.1082262279507
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,8,2.4393167018890383,509.70176526610595,9.689777956780432,518.1249145749413
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,9,2.7262951374053954,506.4556889414965,8.72487236219925,512.305018147348
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,10,3.013273572921753,502.0969387806146,8.346745894826558,505.5334937590675
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,11,3.30025200843811,496.536769141668,7.805484086183406,497.68897465075565
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,12,3.5872304439544678,490.0925425181247,7.953745286213457,488.6471526388167
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,13,3.8742088794708254,481.313306010162,8.733103909740482,478.2856675644017
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,14,4.161187314987183,471.242357049085,9.211306522568627,466.4906827517251
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,15,4.44816575050354,459.6570201239163,9.61890894093366,453.16517751835136
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,16,4.735144186019897,445.99617142967276,10.206857567685196,438.2387482232964
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,17,5.022122621536255,430.7820648703658,10.576166138336,421.67837800467044
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,18,5.3091010570526125,413.335690874616,11.729576658809362,403.4992412164202
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,19,5.59607949256897,394.4913141947197,13.078819547263334,383.77422000610403
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,20,5.883057928085327,373.65074332286116,14.661459017185427,362.64053575733556
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,21,6.170036363601684,351.29118303325566,15.87576302290487,340.30186713528485
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,22,6.457014799118042,328.0476661916205,16.810851530111613,317.02464978065973
$\text{Hel}_{10}\text{IDP}_{40}$-Mem,23,6.7439932346344,304.0411601481228,18.129948980209452,293.12796597908067
